# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jul  1 07:19:05 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN soltype:        Solution Type
# COLUMN sy_snum:        Number of Stars
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN st_spectype:    Spectral Type
#
pl_name,hostname,soltype,sy_snum,pl_controv_flag,st_spectype
11 Com b,11 Com,Published Confirmed,2,0,G8 III
11 Com b,11 Com,Published Confirmed,2,0,G8 III
11 Com b,11 Com,Published Confirmed,2,0,
11 UMi b,11 UMi,Published Confirmed,1,0,
11 UMi b,11 UMi,Published Confirmed,1,0,
11 UMi b,11 UMi,Published Confirmed,1,0,K4 III
14 And b,14 And,Published Confirmed,1,0,K0 III
14 And b,14 And,Published Confirmed,1,0,
14 And b,14 And,Published Confirmed,1,0,K0 III
14 Her b,14 Her,Published Confirmed,1,0,
14 Her b,14 Her,Published Confirmed,1,0,
14 Her b,14 Her,Published Confirmed,1,0,
14 Her b,14 Her,Published Confirmed,1,0,K0
14 Her b,14 Her,Published Confirmed,1,0,
14 Her b,14 Her,Published Confirmed,1,0,K0 V
14 Her b,14 Her,Published Confirmed,1,0,
14 Her b,14 Her,Published Confirmed,1,0,
14 Her b,14 Her,Published Confirmed,1,0,K0 V
16 Cyg B b,16 Cyg B,Published Confirmed,3,0,
16 Cyg B b,16 Cyg B,Published Confirmed,3,0,
16 Cyg B b,16 Cyg B,Published Confirmed,3,0,G2.5 V
16 Cyg B b,16 Cyg B,Published Confirmed,3,0,
16 Cyg B b,16 Cyg B,Published Confirmed,3,0,
16 Cyg B b,16 Cyg B,Published Confirmed,3,0,G3 V
17 Sco b,17 Sco,Published Confirmed,1,0,K3 III
18 Del b,18 Del,Published Confirmed,2,0,
18 Del b,18 Del,Published Confirmed,2,0,G6 III
18 Del b,18 Del,Published Confirmed,2,0,G6 III
1RXS J160929.1-210524 b,1RXS J160929.1-210524,Published Confirmed,1,0,K7 V
1RXS J160929.1-210524 b,1RXS J160929.1-210524,Published Confirmed,1,0,
1RXS J160929.1-210524 b,1RXS J160929.1-210524,Published Confirmed,1,0,K7 V
1RXS J160929.1-210524 b,1RXS J160929.1-210524,Published Confirmed,1,0,
24 Boo b,24 Boo,Published Confirmed,1,0,G3 IV
24 Boo b,24 Boo,Published Confirmed,1,0,G3 IV
24 Sex b,24 Sex,Published Confirmed,1,0,
24 Sex c,24 Sex,Published Confirmed,1,0,
2M0437 b,2MASS J04372171+2651014,Published Confirmed,1,0,M V
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,Published Confirmed,2,0,M5.5/M6
2MASS J01225093-2439505 b,2MASS J01225093-2439505,Published Confirmed,1,0,
2MASS J01225093-2439505 b,2MASS J01225093-2439505,Published Confirmed,1,0,M3.5 V
2MASS J02192210-3925225 b,2MASS J02192210-3925225,Published Confirmed,1,0,M6
2MASS J0249-0557 c,2MASS J0249-0557 A,Published Confirmed,2,0,M6 V
2MASS J0249-0557 c,2MASS J0249-0557 A,Published Confirmed,2,0,M6 V
2MASS J03590986+2009361 b,2MASS J03590986+2009361,Published Confirmed,1,0,
2MASS J04414489+2301513 b,2MASS J04414489+2301513,Published Confirmed,1,0,M8.5
2MASS J11011926-7732383 b,2MASS J11011926-7732383,Published Confirmed,1,0,
2MASS J11550485-7919108 b,2MASS J11550485-7919108,Published Confirmed,1,0,
2MASS J12073346-3932539 b,2MASS J12073346-3932539,Published Confirmed,1,0,
2MASS J12073346-3932539 b,2MASS J12073346-3932539,Published Confirmed,1,0,M8
2MASS J12073346-3932539 b,2MASS J12073346-3932539,Published Confirmed,1,0,M8
2MASS J19383260+4603591 b,2MASS J19383260+4603591,Published Confirmed,2,0,
2MASS J19383260+4603591 b,2MASS J19383260+4603591,Published Confirmed,2,0,
2MASS J21252752-8138278 b,2MASS J21252752-8138278,Published Confirmed,1,0,
2MASS J22362452+4751425 b,2MASS J22362452+4751425,Published Confirmed,1,0,K7 V
2MASS J22501512+2325342 b,2MASS J22501512+2325342,Published Confirmed,1,0,M3
4 UMa b,4 UMa,Published Confirmed,1,0,K1 III
4 UMa b,4 UMa,Published Confirmed,1,0,K1 III
47 UMa b,47 UMa,Published Confirmed,1,0,
47 UMa b,47 UMa,Published Confirmed,1,0,
47 UMa b,47 UMa,Published Confirmed,1,0,
47 UMa b,47 UMa,Published Confirmed,1,0,
47 UMa b,47 UMa,Published Confirmed,1,0,G0 V
47 UMa b,47 UMa,Published Confirmed,1,0,G1 V
47 UMa c,47 UMa,Published Confirmed,1,0,
47 UMa c,47 UMa,Published Confirmed,1,0,
47 UMa c,47 UMa,Published Confirmed,1,0,G1 V
47 UMa c,47 UMa,Published Confirmed,1,0,
47 UMa d,47 UMa,Published Confirmed,1,0,
47 UMa d,47 UMa,Published Confirmed,1,0,
51 Eri b,51 Eri,Published Confirmed,3,0,
51 Eri b,51 Eri,Published Confirmed,3,0,
51 Eri b,51 Eri,Published Confirmed,3,0,
51 Eri b,51 Eri,Published Confirmed,3,0,F0 IV
51 Eri b,51 Eri,Published Confirmed,3,0,
51 Peg b,51 Peg,Published Confirmed,1,0,
51 Peg b,51 Peg,Published Confirmed,1,0,
51 Peg b,51 Peg,Published Confirmed,1,0,
51 Peg b,51 Peg,Published Confirmed,1,0,
51 Peg b,51 Peg,Published Confirmed,1,0,
55 Cnc B b,55 Cnc B,Published Confirmed,2,0,M4.5 V
55 Cnc B c,55 Cnc B,Published Confirmed,2,0,M4.5 V
55 Cnc b,55 Cnc,Published Confirmed,2,0,K0 IV-V
55 Cnc b,55 Cnc,Published Confirmed,2,0,G8 V
55 Cnc b,55 Cnc,Published Confirmed,2,0,
55 Cnc b,55 Cnc,Published Confirmed,2,0,G8 V
55 Cnc b,55 Cnc,Published Confirmed,2,0,
55 Cnc b,55 Cnc,Published Confirmed,2,0,
55 Cnc b,55 Cnc,Published Confirmed,2,0,
55 Cnc b,55 Cnc,Published Confirmed,2,0,
55 Cnc b,55 Cnc,Published Confirmed,2,0,
55 Cnc b,55 Cnc,Published Confirmed,2,0,
55 Cnc b,55 Cnc,Published Confirmed,2,0,
55 Cnc b,55 Cnc,Published Confirmed,2,0,
55 Cnc b,55 Cnc,Published Confirmed,2,0,
55 Cnc b,55 Cnc,Published Confirmed,2,0,G8 V
55 Cnc c,55 Cnc,Published Confirmed,2,0,
55 Cnc c,55 Cnc,Published Confirmed,2,0,
55 Cnc c,55 Cnc,Published Confirmed,2,0,
55 Cnc c,55 Cnc,Published Confirmed,2,0,
55 Cnc c,55 Cnc,Published Confirmed,2,0,
55 Cnc c,55 Cnc,Published Confirmed,2,0,
55 Cnc c,55 Cnc,Published Confirmed,2,0,
55 Cnc c,55 Cnc,Published Confirmed,2,0,G8 V
55 Cnc c,55 Cnc,Published Confirmed,2,0,
55 Cnc c,55 Cnc,Published Confirmed,2,0,
55 Cnc d,55 Cnc,Published Confirmed,2,0,G8 V
55 Cnc d,55 Cnc,Published Confirmed,2,0,
55 Cnc d,55 Cnc,Published Confirmed,2,0,
55 Cnc d,55 Cnc,Published Confirmed,2,0,
55 Cnc d,55 Cnc,Published Confirmed,2,0,
55 Cnc d,55 Cnc,Published Confirmed,2,0,G8 V
55 Cnc d,55 Cnc,Published Confirmed,2,0,
55 Cnc d,55 Cnc,Published Confirmed,2,0,
55 Cnc d,55 Cnc,Published Confirmed,2,0,
55 Cnc d,55 Cnc,Published Confirmed,2,0,
55 Cnc d,55 Cnc,Published Confirmed,2,0,
55 Cnc d,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,TESS Project Candidate,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,G8 V
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,G8 V
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc e,55 Cnc,Published Confirmed,2,0,
55 Cnc f,55 Cnc,Published Confirmed,2,0,
55 Cnc f,55 Cnc,Published Confirmed,2,0,
55 Cnc f,55 Cnc,Published Confirmed,2,0,
55 Cnc f,55 Cnc,Published Confirmed,2,0,G8 V
55 Cnc f,55 Cnc,Published Confirmed,2,0,
55 Cnc f,55 Cnc,Published Confirmed,2,0,
55 Cnc f,55 Cnc,Published Confirmed,2,0,
55 Cnc f,55 Cnc,Published Confirmed,2,0,
55 Cnc f,55 Cnc,Published Confirmed,2,0,
6 Lyn b,6 Lyn,Published Confirmed,1,0,K0 IV
6 Lyn b,6 Lyn,Published Confirmed,1,0,
6 Lyn b,6 Lyn,Published Confirmed,1,0,
6 Lyn b,6 Lyn,Published Confirmed,1,0,K0 IV
61 Vir b,61 Vir,Published Confirmed,1,0,G5 V
61 Vir b,61 Vir,Published Confirmed,1,0,
61 Vir b,61 Vir,Published Confirmed,1,0,
61 Vir c,61 Vir,Published Confirmed,1,0,
61 Vir c,61 Vir,Published Confirmed,1,0,
61 Vir c,61 Vir,Published Confirmed,1,0,G5 V
61 Vir d,61 Vir,Published Confirmed,1,0,G5 V
61 Vir d,61 Vir,Published Confirmed,1,0,
7 CMa b,7 CMa,Published Confirmed,1,0,
7 CMa b,7 CMa,Published Confirmed,1,0,
7 CMa b,7 CMa,Published Confirmed,1,0,K1 III
7 CMa b,7 CMa,Published Confirmed,1,0,
7 CMa c,7 CMa,Published Confirmed,1,0,
7 CMa c,7 CMa,Published Confirmed,1,0,
70 Vir b,70 Vir,Published Confirmed,1,0,
70 Vir b,70 Vir,Published Confirmed,1,0,
70 Vir b,70 Vir,Published Confirmed,1,0,
70 Vir b,70 Vir,Published Confirmed,1,0,
70 Vir b,70 Vir,Published Confirmed,1,0,
70 Vir b,70 Vir,Published Confirmed,1,0,
75 Cet b,75 Cet,Published Confirmed,2,0,G3 III
75 Cet b,75 Cet,Published Confirmed,2,0,G3 III
75 Cet c,75 Cet,Published Confirmed,2,0,G3 III
8 UMi b,8 UMi,Published Confirmed,1,0,
8 UMi b,8 UMi,Published Confirmed,1,0,
8 UMi b,8 UMi,Published Confirmed,1,0,K0
81 Cet b,81 Cet,Published Confirmed,1,0,
81 Cet b,81 Cet,Published Confirmed,1,0,G5 III
81 Cet b,81 Cet,Published Confirmed,1,0,G5 III
91 Aqr b,91 Aqr,Published Confirmed,3,0,K0 III
AB Aur b,AB Aur,Published Confirmed,1,0,
AB Pic b,AB Pic,Published Confirmed,1,0,K2 V
AF Lep b,AF Lep,Published Confirmed,1,0,F8 V
AF Lep b,AF Lep,Published Confirmed,1,0,F8 V
AF Lep b,AF Lep,Published Confirmed,1,0,
AF Lep b,AF Lep,Published Confirmed,1,0,F8 V
AF Lep b,AF Lep,Published Confirmed,1,0,F8
AT2021ueyL b,AT2021ueyL,Published Confirmed,1,0,M V
AU Mic b,AU Mic,Published Confirmed,1,0,
AU Mic b,AU Mic,Published Confirmed,1,0,
AU Mic b,AU Mic,Published Confirmed,1,0,
AU Mic b,AU Mic,Published Confirmed,1,0,
AU Mic b,AU Mic,Published Confirmed,1,0,
AU Mic b,AU Mic,Published Confirmed,1,0,
AU Mic b,AU Mic,Published Confirmed,1,0,M1
AU Mic b,AU Mic,Published Confirmed,1,0,
AU Mic b,AU Mic,Published Confirmed,1,0,
AU Mic b,AU Mic,Published Confirmed,1,0,M1 V
AU Mic b,AU Mic,Published Confirmed,1,0,
AU Mic b,AU Mic,Published Confirmed,1,0,
AU Mic b,AU Mic,TESS Project Candidate,1,0,
AU Mic b,AU Mic,Published Confirmed,1,0,
AU Mic c,AU Mic,Published Confirmed,1,0,
AU Mic c,AU Mic,Published Confirmed,1,0,
AU Mic c,AU Mic,Published Confirmed,1,0,
AU Mic c,AU Mic,Published Confirmed,1,0,
AU Mic c,AU Mic,Published Confirmed,1,0,
AU Mic c,AU Mic,Published Confirmed,1,0,
AU Mic c,AU Mic,Published Confirmed,1,0,
AU Mic c,AU Mic,Published Confirmed,1,0,
AU Mic c,AU Mic,Published Confirmed,1,0,M1 V
AU Mic d,AU Mic,Published Confirmed,1,0,
AU Mic e,AU Mic,Published Candidate,1,1,
AU Mic e,AU Mic,Published Confirmed,1,1,
BD+03 2562 b,BD+03 2562,Published Confirmed,1,0,
BD+05 4868 A b,BD+05 4868 A,Published Confirmed,2,0,K V
BD+14 4559 b,BD+14 4559,Published Confirmed,1,0,K2 V
BD+14 4559 b,BD+14 4559,Published Confirmed,1,0,
BD+15 2375 b,BD+15 2375,Published Confirmed,1,0,
BD+15 2940 b,BD+15 2940,Published Confirmed,1,0,K0
BD+20 2457 b,BD+20 2457,Published Confirmed,1,0,K2 II
BD+20 2457 b,BD+20 2457,Published Confirmed,1,0,
BD+20 2457 c,BD+20 2457,Published Confirmed,1,0,K2 II
BD+20 274 b,BD+20 274,Published Confirmed,1,0,K5 III
BD+20 594 b,BD+20 594,Published Confirmed,1,0,
BD+20 594 b,BD+20 594,Published Confirmed,1,0,
BD+20 594 b,BD+20 594,Published Confirmed,1,0,G
BD+37 3172 b,BD+37 3172,Published Confirmed,1,0,
BD+42 2315 b,BD+42 2315,Published Confirmed,1,0,
BD+45 564 b,BD+45 564,Published Confirmed,1,0,K1
BD+48 738 b,BD+48 738,Published Confirmed,1,0,K0 III
BD+48 740 b,BD+48 740,Published Confirmed,1,0,
BD+49 828 b,BD+49 828,Published Confirmed,1,0,K0
BD+55 362 b,BD+55 362,Published Confirmed,1,0,K3
BD+60 1417 b,BD+60 1417,Published Confirmed,1,0,K0
BD+63 1405 b,BD+63 1405,Published Confirmed,1,0,K0
BD+63 1405 b,BD+63 1405,Published Confirmed,1,0,K0
BD-06 1339 b,BD-06 1339,Published Confirmed,1,1,
BD-06 1339 b,BD-06 1339,Published Confirmed,1,1,K7/M0 V
BD-06 1339 c,BD-06 1339,Published Confirmed,1,0,K7/M0 V
BD-08 2823 b,BD-08 2823,Published Confirmed,1,0,K3 V
BD-08 2823 b,BD-08 2823,Published Confirmed,1,0,
BD-08 2823 b,BD-08 2823,Published Confirmed,1,0,
BD-08 2823 c,BD-08 2823,Published Confirmed,1,0,K3 V
BD-10 3166 b,BD-10 3166,Published Confirmed,1,0,
BD-10 3166 b,BD-10 3166,Published Confirmed,1,0,
BD-10 3166 b,BD-10 3166,Published Confirmed,1,0,
BD-10 3166 b,BD-10 3166,Published Confirmed,1,0,K0 V
BD-11 4672 b,BD-11 4672,Published Confirmed,1,0,
BD-11 4672 b,BD-11 4672,Published Confirmed,1,0,K7 V
BD-11 4672 c,BD-11 4672,Published Confirmed,1,0,
BD-13 2130 b,BD-13 2130,Published Confirmed,1,0,
BD-13 2130 b,BD-13 2130,Published Confirmed,1,0,
BD-14 3065 b,BD-14 3065 A,Published Confirmed,3,0,
BD-14 3065 b,BD-14 3065 A,TESS Project Candidate,3,0,
BD-17 63 b,BD-17 63,Published Confirmed,1,0,
BD-17 63 b,BD-17 63,Published Confirmed,1,0,K5 V
BD-17 63 b,BD-17 63,Published Confirmed,1,0,
BD-17 63 b,BD-17 63,Published Confirmed,1,0,
BD-210397 b,BD-210397,Published Confirmed,1,0,K7 V
BD-210397 c,BD-210397,Published Confirmed,1,0,K7 V
BD-210397 c,BD-210397,Published Confirmed,1,0,
BD-210397 c,BD-210397,Published Confirmed,1,0,K7 V
BEBOP-3 b,BEBOP-3,Published Confirmed,2,0,
BEBOP-4 AB b,BEBOP-4 A,Published Confirmed,2,0,G3 V
Barnard b,Barnard's star,Published Confirmed,1,0,M3.5-4 V
Barnard b,Barnard's star,Published Confirmed,1,0,M3.5-4 V
Barnard c,Barnard's star,Published Confirmed,1,0,M3.5-4 V
Barnard d,Barnard's star,Published Confirmed,1,0,M3.5-4 V
Barnard e,Barnard's star,Published Confirmed,1,0,M3.5-4 V
CD Cet b,CD Cet,Published Confirmed,1,0,M5.0 V
CD-35 2722 b,CD-35 2722,Published Confirmed,1,0,M1 V
CD-35 2722 b,CD-35 2722,Published Confirmed,1,0,M1 Ve
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,Published Confirmed,1,0,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,Published Confirmed,1,0,M9-L1
CHXR 73 b,CHXR 73,Published Confirmed,1,0,M3.5
CI Tau c,CI Tau,Published Confirmed,1,0,
COCONUTS-2 b,COCONUTS-2 A,Published Confirmed,1,0,
COCONUTS-2 b,COCONUTS-2 A,Published Confirmed,1,0,M3 V
COCONUTS-2 b,COCONUTS-2 A,Published Confirmed,1,0,M3 V
CT Cha b,CT Cha,Published Confirmed,1,0,
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,Published Confirmed,1,0,Y
CoRoT-1 b,CoRoT-1,Published Confirmed,1,0,G0 V
CoRoT-1 b,CoRoT-1,Published Confirmed,1,0,
CoRoT-1 b,CoRoT-1,Published Confirmed,1,0,
CoRoT-1 b,CoRoT-1,Published Confirmed,1,0,
CoRoT-1 b,CoRoT-1,Published Confirmed,1,0,
CoRoT-1 b,CoRoT-1,TESS Project Candidate,1,0,
CoRoT-1 b,CoRoT-1,Published Confirmed,1,0,
CoRoT-10 b,CoRoT-10,Published Confirmed,1,0,K1 V
CoRoT-10 b,CoRoT-10,Published Confirmed,1,0,
CoRoT-10 b,CoRoT-10,TESS Project Candidate,1,0,
CoRoT-10 b,CoRoT-10,Published Confirmed,1,0,
CoRoT-11 b,CoRoT-11,Published Confirmed,1,0,
CoRoT-11 b,CoRoT-11,Published Confirmed,1,0,
CoRoT-11 b,CoRoT-11,Published Confirmed,1,0,
CoRoT-11 b,CoRoT-11,Published Confirmed,1,0,
CoRoT-11 b,CoRoT-11,TESS Project Candidate,1,0,
CoRoT-11 b,CoRoT-11,Published Confirmed,1,0,F6 V
CoRoT-11 b,CoRoT-11,Published Confirmed,1,0,F6 V
CoRoT-12 b,CoRoT-12,Published Confirmed,1,0,
CoRoT-12 b,CoRoT-12,TESS Project Candidate,1,0,
CoRoT-12 b,CoRoT-12,Published Confirmed,1,0,
CoRoT-12 b,CoRoT-12,Published Confirmed,1,0,
CoRoT-12 b,CoRoT-12,Published Confirmed,1,0,
CoRoT-12 b,CoRoT-12,Published Confirmed,1,0,
CoRoT-13 b,CoRoT-13,TESS Project Candidate,1,0,
CoRoT-13 b,CoRoT-13,Published Confirmed,1,0,G0 V
CoRoT-13 b,CoRoT-13,Published Confirmed,1,0,
CoRoT-13 b,CoRoT-13,Published Confirmed,1,0,G0 V
CoRoT-13 b,CoRoT-13,Published Confirmed,1,0,
CoRoT-14 b,CoRoT-14,Published Confirmed,1,0,
CoRoT-14 b,CoRoT-14,Published Confirmed,1,0,
CoRoT-14 b,CoRoT-14,Published Confirmed,1,0,F9 V
CoRoT-16 b,CoRoT-16,Published Confirmed,1,0,
CoRoT-16 b,CoRoT-16,Published Confirmed,1,0,G5 V
CoRoT-17 b,CoRoT-17,Published Confirmed,1,0,
CoRoT-17 b,CoRoT-17,Published Confirmed,1,0,G2 V
CoRoT-17 b,CoRoT-17,Published Confirmed,1,0,
CoRoT-18 b,CoRoT-18,TESS Project Candidate,1,0,
CoRoT-18 b,CoRoT-18,Published Confirmed,1,0,
CoRoT-18 b,CoRoT-18,Published Confirmed,1,0,
CoRoT-18 b,CoRoT-18,Published Confirmed,1,0,G9 V
CoRoT-18 b,CoRoT-18,Published Confirmed,1,0,
CoRoT-18 b,CoRoT-18,Published Confirmed,1,0,G9 V
CoRoT-19 b,CoRoT-19,Published Confirmed,1,0,
CoRoT-19 b,CoRoT-19,TESS Project Candidate,1,0,
CoRoT-19 b,CoRoT-19,Published Confirmed,1,0,F9 V
CoRoT-19 b,CoRoT-19,Published Confirmed,1,0,F9 V
CoRoT-19 b,CoRoT-19,Published Confirmed,1,0,F9 V
CoRoT-19 b,CoRoT-19,Published Confirmed,1,0,
CoRoT-2 b,CoRoT-2,Published Confirmed,2,0,
CoRoT-2 b,CoRoT-2,Published Confirmed,2,0,
CoRoT-2 b,CoRoT-2,Published Confirmed,2,0,
CoRoT-2 b,CoRoT-2,TESS Project Candidate,2,0,
CoRoT-2 b,CoRoT-2,Published Confirmed,2,0,
CoRoT-2 b,CoRoT-2,Published Confirmed,2,0,
CoRoT-2 b,CoRoT-2,Published Confirmed,2,0,
CoRoT-2 b,CoRoT-2,Published Confirmed,2,0,
CoRoT-2 b,CoRoT-2,Published Confirmed,2,0,
CoRoT-2 b,CoRoT-2,Published Confirmed,2,0,
CoRoT-2 b,CoRoT-2,Published Confirmed,2,0,
CoRoT-2 b,CoRoT-2,Published Confirmed,2,0,
CoRoT-2 b,CoRoT-2,Published Confirmed,2,0,
CoRoT-20 b,CoRoT-20,Published Confirmed,1,0,G2 V
CoRoT-20 b,CoRoT-20,Published Confirmed,1,0,
CoRoT-20 b,CoRoT-20,Published Confirmed,1,0,
CoRoT-20 b,CoRoT-20,TESS Project Candidate,1,0,
CoRoT-20 b,CoRoT-20,Published Confirmed,1,0,
CoRoT-20 b,CoRoT-20,Published Confirmed,1,0,
CoRoT-20 c,CoRoT-20,Published Confirmed,1,0,
CoRoT-21 b,CoRoT-21,Published Confirmed,1,0,F8 IV
CoRoT-21 b,CoRoT-21,Published Confirmed,1,0,
CoRoT-22 b,CoRoT-22,Published Confirmed,1,0,G3 V
CoRoT-23 b,CoRoT-23,Published Confirmed,1,0,G0 V
CoRoT-23 b,CoRoT-23,Published Confirmed,1,0,
CoRoT-23 b,CoRoT-23,Published Confirmed,1,0,
CoRoT-24 b,CoRoT-24,Published Confirmed,1,0,K1 V
CoRoT-24 c,CoRoT-24,Published Confirmed,1,0,K1 V
CoRoT-25 b,CoRoT-25,Published Confirmed,1,0,F9
CoRoT-25 b,CoRoT-25,Published Confirmed,1,0,
CoRoT-26 b,CoRoT-26,Published Confirmed,1,0,
CoRoT-26 b,CoRoT-26,Published Confirmed,1,0,G5
CoRoT-27 b,CoRoT-27,Published Confirmed,1,0,G2
CoRoT-27 b,CoRoT-27,Published Confirmed,1,0,
CoRoT-28 b,CoRoT-28,Published Confirmed,1,0,G8/9 IV
CoRoT-28 b,CoRoT-28,Published Confirmed,1,0,
CoRoT-29 b,CoRoT-29,Published Confirmed,1,0,
CoRoT-29 b,CoRoT-29,Published Confirmed,1,0,
CoRoT-29 b,CoRoT-29,Published Confirmed,1,0,K0 V
CoRoT-3 b,CoRoT-3,Published Confirmed,1,0,
CoRoT-3 b,CoRoT-3,Published Confirmed,1,0,F3 V
CoRoT-3 b,CoRoT-3,Published Confirmed,1,0,
CoRoT-3 b,CoRoT-3,Published Confirmed,1,0,
CoRoT-3 b,CoRoT-3,Published Confirmed,1,0,
CoRoT-30 b,CoRoT-30,Published Confirmed,1,0,G3 V
CoRoT-31 b,CoRoT-31,Published Confirmed,1,0,G2 IV
CoRoT-32 b,CoRoT-32,Published Confirmed,1,0,G0 VI
CoRoT-32 b,CoRoT-32,Published Confirmed,1,0,G0 VI
CoRoT-35 b,CoRoT-35,Published Confirmed,1,0,F6 V
CoRoT-36 b,CoRoT-36,Published Confirmed,1,0,F3 V
CoRoT-4 b,CoRoT-4,Published Confirmed,1,0,
CoRoT-4 b,CoRoT-4,TESS Project Candidate,1,0,
CoRoT-4 b,CoRoT-4,Published Confirmed,1,0,
CoRoT-4 b,CoRoT-4,Published Confirmed,1,0,
CoRoT-5 b,CoRoT-5,Published Confirmed,1,0,
CoRoT-5 b,CoRoT-5,TESS Project Candidate,1,0,
CoRoT-5 b,CoRoT-5,Published Confirmed,1,0,
CoRoT-5 b,CoRoT-5,Published Confirmed,1,0,
CoRoT-5 b,CoRoT-5,Published Confirmed,1,0,F9 V
CoRoT-5 b,CoRoT-5,Published Confirmed,1,0,
CoRoT-6 b,CoRoT-6,Published Confirmed,1,0,
CoRoT-6 b,CoRoT-6,Published Confirmed,1,0,F9 V
CoRoT-6 b,CoRoT-6,Published Confirmed,1,0,
CoRoT-6 b,CoRoT-6,Published Confirmed,1,0,
CoRoT-7 b,CoRoT-7,Published Confirmed,1,0,
CoRoT-7 b,CoRoT-7,Published Confirmed,1,0,
CoRoT-7 b,CoRoT-7,Published Confirmed,1,0,
CoRoT-7 b,CoRoT-7,Published Confirmed,1,0,
CoRoT-7 b,CoRoT-7,Published Confirmed,1,0,
CoRoT-7 b,CoRoT-7,Published Confirmed,1,0,G9 V
CoRoT-7 b,CoRoT-7,Published Confirmed,1,0,
CoRoT-7 b,CoRoT-7,Published Confirmed,1,0,G9 V
CoRoT-7 c,CoRoT-7,Published Confirmed,1,0,
CoRoT-7 c,CoRoT-7,Published Confirmed,1,0,G9 V
CoRoT-7 c,CoRoT-7,Published Confirmed,1,0,
CoRoT-7 d,CoRoT-7,Published Confirmed,1,0,G9 V
CoRoT-8 b,CoRoT-8,Published Confirmed,1,0,
CoRoT-8 b,CoRoT-8,Published Confirmed,1,0,
CoRoT-8 b,CoRoT-8,Published Confirmed,1,0,K1 V
CoRoT-8 b,CoRoT-8,Published Confirmed,1,0,
CoRoT-9 b,CoRoT-9,Published Confirmed,2,0,
CoRoT-9 b,CoRoT-9,Published Confirmed,2,0,
CoRoT-9 b,CoRoT-9,Published Confirmed,2,0,
CoRoT-9 b,CoRoT-9,Published Confirmed,2,0,
CoRoT-9 b,CoRoT-9,Published Confirmed,2,0,G3 V
DE CVn b,DE CVn,Published Confirmed,2,1,
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Published Confirmed,1,0,L1.5
DH Tau b,DH Tau,Published Confirmed,1,0,
DH Tau b,DH Tau,Published Confirmed,1,0,M0.5
DMPP-1 b,DMPP-1,Published Confirmed,1,0,F8 V
DMPP-1 b,DMPP-1,Published Confirmed,1,0,
DMPP-1 c,DMPP-1,Published Confirmed,1,0,
DMPP-1 c,DMPP-1,Published Confirmed,1,0,F8 V
DMPP-1 d,DMPP-1,Published Confirmed,1,0,F8 V
DMPP-1 d,DMPP-1,Published Confirmed,1,0,
DMPP-1 e,DMPP-1,Published Confirmed,1,0,F8 V
DMPP-2 b,DMPP-2,Published Confirmed,1,0,
DMPP-2 b,DMPP-2,Published Confirmed,1,0,F5 V
DMPP-2 c,DMPP-2,Published Confirmed,1,0,
DMPP-2 d,DMPP-2,Published Confirmed,1,0,
DMPP-3 A b,DMPP-3 A,Published Confirmed,2,0,K0 V
DMPP-3 A b,DMPP-3 A,Published Confirmed,2,0,
DMPP-3 A b,DMPP-3 A,Published Confirmed,2,0,
DMPP-4 b,DMPP-4,Published Confirmed,1,0,F5-F8 V
DMPP-6 b,DMPP-6,Published Confirmed,1,0,
DMPP-6 c,DMPP-6,Published Confirmed,1,0,
DMPP-7 b,DMPP-7,Published Confirmed,1,0,G1 V
DMPP-8 b,DMPP-8,Published Confirmed,1,0,
DMPP-9 b,DMPP-9,Published Confirmed,1,0,
DP Leo b,DP Leo,Published Confirmed,2,0,
DP Leo b,DP Leo,Published Confirmed,2,0,
DS Tuc A b,DS Tuc A,Published Confirmed,2,0,G6 V
